Sa [cm/s^2],EDP [cm]
225.0563411,3.440608604
201.8017759,3.19961042
507.0473329,7.890000605
67.10155927,1.748808731
176.908708,6.970892415
691.8583683,5.862713476
175.6708252,3.801258177
168.448384,3.99013752
122.9721869,2.854799083
319.2237367,5.051663949
81.01404716,2.074681232
150.4602464,1.353538072
286.9034831,5.434268723
219.3428781,4.015942936
294.7264813,5.755347039
233.0017509,3.495748532
302.7618674,4.685326555
119.4821862,2.29582702
243.3101186,2.68998415
104.7212087,3.236394556
317.7691083,2.815207842
189.5419775,3.315385051
299.1306333,3.766836009
170.2773425,3.670796366
256.3548369,4.162637508
361.1310966,2.994026122
86.15482366,2.63467809
90.84907092,1.58137749
92.36501233,1.339992044
327.7254834,4.000904076
265.7936907,4.89855349
157.5103331,2.61657797
445.6073602,2.978187769
234.2547962,5.551671265
103.7240399,1.93888268
135.6249095,3.317847697
114.0868539,2.99683047
344.6011643,5.703171794
165.233579,3.041765034
126.1837435,3.524632805
167.1183042,2.066940415
147.8508651,2.310090772
328.4038574,3.510149591
275.0078949,3.806043753
253.1868955,2.760315611
267.1265232,5.915722132
223.9937697,3.868465886
140.2038981,3.023350238
283.4861052,5.129929247
148.9234764,4.247576775
132.2865589,2.130135937
132.1499904,1.763367028
330.9865513,3.688132492
348.886808,5.885966624
95.62961476,2.084286382
204.6620496,3.725758842
247.2327454,4.213213689
164.5120506,2.739263131
314.4389541,3.041145254
247.5234562,4.190033467
204.2045266,5.232782119
168.6807039,2.219749106
302.2117255,5.972041702
327.8346938,6.963956613
273.9674832,3.451022497
195.9872293,3.336301376
339.1266156,5.355096596
143.0114178,3.546036584
234.9913524,5.083153014
424.5180259,6.091707426
200.6792212,3.539482693
147.3345638,2.373359148
549.6932721,7.468149376
195.3273326,2.124845148
270.4075146,4.861517409
150.160869,5.010997014
251.4335927,5.381700052
273.6713964,2.916388444
219.9659085,5.106145913
256.045857,2.657399723
387.7424403,7.649644677
113.0737769,2.284294353
241.8752309,2.665479365
85.68820988,1.38675718
222.4578375,3.878302509
546.3479419,9.06956729
342.37021,4.130116432
218.7756508,2.722358059
187.0804843,2.734993638
281.7049739,5.290055333
361.613787,6.603613903
221.0261322,3.740832063
470.6430062,9.231587123
149.2949078,2.672426581
85.42295417,2.157728426
154.1438959,2.210516946
199.7707339,3.66224042
184.0547154,3.408987332
147.0887214,2.423691863
412.8165212,5.263712895
102.288846,2.482371511
173.9890913,3.890188058
138.8561323,1.933886641
175.4507387,2.697434049
160.2339291,4.136663716
275.1434883,5.025404233
134.2282835,4.301939598
148.9564854,2.512840485
230.232446,3.608685115
366.2697982,5.022165744
91.40268294,1.851546736
513.6213322,9.109558631
144.9502621,3.522794612
298.0598225,13.07264112
360.3630695,7.399353331
410.0674129,3.329347092
171.9024822,2.573442795
222.0280378,3.943681445
203.2870002,2.874580682
164.8795377,2.722897075
249.5522251,3.912316709
260.0136143,3.678576875
185.840891,2.026458469
233.6541512,3.840921426
776.0882675,7.093483216
218.709352,3.931367259
307.001052,2.43846007
176.4121601,3.229193648
171.0504274,2.909167132
186.4148582,3.557617645
286.5760564,3.860246289
150.3079385,2.090185021
91.47094739,1.850451868
225.0800187,3.938949976
178.6026702,2.494290933
250.5323089,3.028790161
228.4423651,3.351316402
309.7419552,3.021333781
335.9008942,3.102590916
117.3442327,1.42301692
106.8190307,2.346481241
278.288287,4.532314259
253.6743001,4.114775069
140.8473181,6.070249043
393.7998057,6.266952925
222.9420671,4.345994389
232.6858007,3.623727382
249.8151988,2.638107449
313.4284641,6.622866726
450.9971395,8.314356797
193.9432238,3.745491017
96.90937107,1.190814625
354.2697964,6.166983871
141.6094766,2.89238764
394.9694241,9.688223158
166.1439626,3.028043148
444.0179471,5.094985448
149.9930918,2.171566979
129.7678918,2.301526944
344.9355423,4.526841148
115.2885892,3.014740583
302.7214198,8.255852913
269.9231254,3.091131756
205.1293855,3.306541476
186.7898865,3.0707209
580.2086848,4.667381689
183.9004584,3.355574416
200.6314077,3.000461413
140.875801,2.257182584
149.4637388,3.74023029
166.6052941,3.537824951
492.1898884,5.441246988
182.5256953,3.988855226
158.4349626,2.616411969
177.6094317,2.665980827
307.5923527,4.643486111
117.8946787,1.786987292
295.1719736,4.076113614
117.0311022,2.021008398
206.3363515,3.242172805
92.60352568,1.887676683
282.7257087,7.291667479
304.4825245,5.645820383
158.6233467,2.538034883
255.0180746,5.184414757
237.0429479,4.769386649
379.5027226,6.944960615
233.2161722,3.861168882
358.6466871,3.6881827
207.7130002,4.111824975
161.5920244,3.206858991
215.5895067,2.784657128
199.7687712,5.517949582
332.8865069,4.516361501
213.7477069,4.436591366
147.5154222,2.102829789
204.0107139,4.970266586
384.8243403,5.118766612
180.4265111,2.758751075
160.8061965,3.622041851
349.3715552,4.815228567
230.2430924,5.856903824
184.9309507,5.167344434
154.8272111,2.919866773
109.1004179,4.156749636
235.9848517,3.296232373
188.9655669,2.63659964
255.1798505,2.92952742
110.3076434,1.606369079
409.8236313,6.40342396
276.2934448,3.877688834
104.7182814,2.590659984
361.641125,5.674619537
166.2940039,2.53262162
253.1751203,3.608299201
243.4684972,3.154459059
144.9621222,2.847590391
56.80632402,1.283447333
282.676676,5.426144345
186.7453499,1.486311464
165.4883428,4.759001906
267.5225994,3.15307743
158.4637525,3.562949887
301.3810674,2.846633062
235.7091922,4.554254689
137.4194354,1.901132902
325.9096174,8.887639692
274.6415105,4.333920694
396.5558043,5.754348604
143.9779291,2.187317142
143.7977021,2.430452854
254.5066298,4.097153501
300.7897051,4.6152897
324.5709173,4.636236202
220.1683793,2.59280118
196.3476532,2.488096842
298.7771148,5.102264178
555.1981365,7.998626704
333.345094,3.977702463
228.4349269,5.863636715
167.3233866,3.013117652
277.9358476,6.314669703
174.6241813,2.581054779
245.6615755,5.982617926
317.0144014,5.092821906
339.6536684,5.930886473
289.7860153,3.213754792
420.829327,5.984921287
526.2578432,11.18473074
89.55898818,1.912389931
94.73671574,2.022081947
141.9507006,3.385995604
85.41617693,2.201903094
185.4213071,3.154703051
187.2432401,3.51009175
247.0557883,4.810057686
251.2617246,4.030896169
158.7268737,2.215383519
149.4741798,3.699649617
319.2919328,5.07998324
183.2578504,3.256718976
114.8454526,3.052735816
220.5637568,2.310541555
241.7117259,5.343094001
180.7576582,3.309796904
300.296785,5.21853534
244.1964167,5.041075949
198.4971559,2.248661681
214.9739104,5.903281965
272.5314497,4.123967145
178.1811437,1.745563662
133.3505342,1.663190471
203.9393715,4.799755745
233.2998925,3.99428454
279.209356,4.28537168
216.3912219,3.9116294
176.8438906,2.424186694
290.9103701,4.918513252
208.031416,3.076068038
321.3531058,5.148614683
210.3760562,5.342082209
218.8410086,4.282882905
210.1716433,5.074923416
142.0448066,3.600939998
141.6619687,2.722336875
139.387195,2.50904803
510.0133866,8.088288777
199.687239,2.520368395
342.2529548,4.872941333
258.8509675,4.72842562
528.2691655,7.974718736
340.10306,4.287913035
122.9433505,2.537788391
188.0553423,3.266193177
334.4590102,3.678105967
251.5020321,3.179906275
639.9259218,7.103039977
214.5827162,4.725088939
105.4510727,2.579949643
270.7224576,5.976676644
142.6782496,3.345851091
224.6783292,4.04579629
365.2440831,5.326063009
253.8885683,4.275935045
252.8663857,5.662195803
199.9676411,3.652991404
204.8239073,4.516093388
209.0616248,3.490286981
58.50619406,0.813703122
264.3022594,3.848810146
350.4056301,5.304370014
118.9069172,1.967889023
106.9508342,2.136555105
294.3211534,3.064427154
107.6831525,1.827078899
99.2856008,1.666838281
318.6250144,4.510183933
161.1357826,3.280118024
395.1976209,6.473436144
119.2088446,3.064323662
164.2039887,3.830110269
246.0389647,3.542681461
284.5245969,6.542023234
273.7510716,4.387649434
240.268814,3.019872428
196.9130626,2.643684982
166.9520899,2.336816747
275.4174108,3.088532525
182.8352496,4.459746986
267.8643813,3.940164804
366.9145692,6.880112217
75.85144216,1.475594218
514.7695871,9.797200613
162.8361719,3.210492644
408.78414,4.495110073
456.8065245,7.634640843
109.6653964,2.572949227
238.6266093,2.593699756
1128.57622,8.375196322
198.3299838,3.511683406
276.1732172,3.597506704
256.626446,3.573904759
399.5145813,6.865721745
367.4016449,5.729579863
140.363113,3.456274459
178.426939,3.386036869
258.1261935,5.976548483
213.5197052,3.265089314
726.9014729,9.037190681
270.0279325,4.171801851
269.8841234,4.386837951
147.7639046,2.06483635
118.3538327,2.7845937
319.4035882,4.064648623
199.9633589,2.626565007
298.2598349,8.823854881
148.1974247,2.098852879
335.1402788,2.746338552
93.19198525,1.814740641
460.0746807,4.98272034
327.4018633,7.774750898
231.2161017,4.318352861
126.828499,2.628235527
181.9131822,2.866916312
247.5076494,3.921315273
388.329501,3.465425713
134.7057296,2.158902565
404.6895063,7.55836202
811.5335487,6.929537421
173.6992421,2.518343805
273.8973924,4.888344564
160.9064878,3.158859451
97.53977526,2.474806994
439.6428269,7.682920279
304.6656125,4.253241955
172.4443098,5.641132657
231.5694367,3.661170419
196.9128587,4.235225631
110.0377331,2.13222277
56.24728173,1.448797125
214.6255697,2.467797548
176.418278,3.424906332
167.1549706,2.77253906
147.186223,1.864341082
93.02708834,2.099339208
171.5478557,1.678861188
236.8855123,4.257277209
132.9188463,3.291442503
271.5434916,3.631346584
192.9542674,3.709102171
209.2213279,3.823226557
111.7468058,1.879984581
152.9674984,2.868294269
266.4159549,3.094442142
151.1342856,3.319378147
236.9080335,4.959083175
558.7161067,7.142443273
319.573179,4.18279561
358.2925417,8.693253882
669.3399929,5.257905623
382.4323399,7.910095735
264.86034,5.257963215
551.7251713,9.533044088
143.1618095,3.74609007
159.0283055,1.510841382
569.4777992,8.237180656
272.0377158,4.306665645
215.1700302,3.630933795
272.5295806,3.542342706
193.7446699,2.193180698
191.2133079,2.572242431
182.8382292,3.515487018
168.9532707,3.062254338
140.5437561,3.070033954
213.3740286,4.370840492
167.3098943,2.248811636
433.7300827,5.962961144
245.3230822,4.504477952
355.5963909,4.187652987
205.4626998,5.06575693
211.1976843,4.44780198
397.696548,5.097753559
439.2307565,6.186268393
222.9345838,4.329145857
488.242307,5.511817569
274.7997798,2.64213005
261.2308056,4.62447147
618.1781302,7.887801794
453.386881,4.525689357
336.9349877,7.080433677
265.4263578,4.793854334
170.2037886,2.99229757
207.8656963,4.060402974
519.0475344,6.996953137
84.47004477,1.556363292
162.4583856,1.88470253
200.7641332,3.061176415
235.4173811,4.197533206
94.50447656,1.533406968
281.8116865,3.365810276
309.8316309,6.642044094
140.7824988,3.148112581
194.189716,4.019137084
123.7251491,1.382113217
472.8242285,5.530246106
261.8463338,5.669068752
194.961345,3.652071445
141.7620893,1.567331813
229.9640506,4.743065432
486.3551372,6.657363186
249.9710202,5.258546598
259.3568339,2.626039472
124.4972311,3.049873699
237.4112196,3.459640264
316.7021097,5.338189836
114.2917393,1.356871098
374.0146697,6.161285849
703.4127882,4.600169265
105.1499775,2.318583767
82.68788986,1.796035856
212.0927218,3.616700003
314.1615584,5.910453011
211.1864065,3.197710121
203.6612406,3.10807948
220.1672102,3.844228293
132.7433479,3.623941705
100.9639941,1.838278083
463.3169672,5.226994114
252.0287169,2.779768183
125.2503273,3.660965703
364.8803657,6.349572531
118.9215957,2.602170872
207.2230702,5.069443051
311.4516018,4.988019263
147.5517488,2.290558124
186.0907549,2.939385893
222.5863958,4.376518139
552.0183847,11.83216475
272.6398317,5.124444874
181.7606109,2.973108735
197.3246605,3.370305264
192.2732421,3.69469
406.9088707,5.302661942
191.901923,2.220803841
151.0074208,2.294800785
245.9139018,3.30726136
209.8952964,2.674911915
319.2666128,4.182650361
345.3431287,5.146669258
366.8100637,4.12685517
297.9804215,4.218429256
295.9298006,5.676908675
539.3629979,7.981219525
126.8929795,2.747354539
186.2808637,3.110072386
98.55372996,2.318054018
338.8704943,4.168743558
221.7362668,3.557439059
190.5501,1.829558477
97.35295066,2.191925918
239.359699,2.317008484
194.148868,2.747673761
115.7394529,3.209444297
127.0479358,3.770111017
153.1426877,4.199886958
195.0158926,2.527042762
100.7330402,1.700580243
201.4112618,3.306901254
293.5818681,4.555994322
183.7147147,3.125433401
157.8396033,3.50558277
253.4025501,4.061298593
369.2399447,6.954952487
177.7447902,3.446432711
176.0647606,3.332211053
111.3929183,1.972511246
138.3052931,2.931945835
292.2269388,5.656339918
208.0190266,4.980733156
314.9714179,5.495620015
301.1969602,3.073304938
262.1274219,6.685525929
315.2827232,4.113549805
450.7786831,7.38253938
288.2414188,2.139050396
268.4163178,7.965753884
215.0860098,2.661351184
122.0580379,1.985757722
172.9129552,2.811228855
256.0169455,4.414507899
129.8399809,1.895357082
273.8222048,5.529440339
255.6255968,2.417842742
230.1119561,3.74822431
253.081012,4.15739887
221.9765141,3.396546139
217.2175803,2.265262261
218.5862514,3.955935995
340.4861493,3.924328434
210.3135001,4.187635915
63.03507952,1.384865048
174.4555305,3.806796427
240.7815351,4.692683471
345.3892461,5.423315623
421.3047277,6.240155834
140.6941631,2.478432025
314.4223623,5.671013607
245.6006372,3.139919339
198.9167012,3.272554846
222.0725383,3.56985127
216.5990743,3.235781224
234.5387228,3.442627368
245.5618598,3.429537677
159.8268563,3.327677519
133.9785735,3.707595615
346.3768365,6.764073304
197.8499691,2.411566186
428.1686815,6.134558776
141.8471107,2.939284263
165.77925,2.382706994
429.5339947,5.705179599
426.7696815,7.043549611
134.9949853,1.996016787
241.9836482,3.884168647
413.5725243,7.325149394
411.935746,5.620883116
119.6245708,3.082424306
471.4473056,7.168404365
300.0249149,3.849467325
244.3769314,5.76915323
197.3068123,3.544776576
139.0732919,1.832720646
229.5687073,3.078702864
194.4241808,2.570235986
653.6547518,4.440588377
240.1102772,3.783646751
202.2298763,3.640887073
218.0426773,4.122311465
164.3292417,3.334003792
584.0555631,8.348774113
296.5558774,3.724785927
227.3967313,2.814639765
373.1302409,5.839482509
216.084332,3.047201896
209.5879844,3.641963106
168.7437423,2.595155656
164.1150799,2.777149836
468.3789865,8.329003932
315.5572705,4.058730608
228.6936772,1.955433417
490.9901988,5.928063563
221.9566149,3.851510831
251.722778,5.372755416
112.2338608,2.06029185
274.7407223,4.279865886
110.7895147,2.539123104
137.6168446,3.044945642
343.7058986,6.701137355
259.1039139,3.276644883
145.3680428,3.11391628
181.862363,2.739539515
247.7581641,4.092639417
243.5332637,5.504617286
97.79429186,1.778800556
124.1812534,3.578447365
94.99530956,1.962663173
212.1034446,3.066152494
97.34839781,2.409247262
305.7821505,3.58572912
136.5040186,2.297015805
130.1468008,2.281485121
511.3957466,5.388953489
609.5898515,9.021227855
149.0537303,3.539953855
215.6844035,3.039594334
554.7974043,8.760418925
170.0523508,2.325974284
494.0483797,7.593953745
323.299581,3.876361834
225.3252082,2.977232805
185.7697779,4.225821884
488.3971212,5.874445567
307.10947,3.442804224
162.7820628,2.971168778
264.2337513,3.229027402
144.9785258,1.677688311
235.4919445,3.532343874
452.5722619,3.942671021
282.1820384,4.203332357
153.3105576,1.515855893
258.7076754,3.372268126
157.8569447,2.620818056
569.7531162,6.689154271
94.06712908,2.011757571
160.7385448,2.131528794
315.9984932,4.930337676
148.9788625,2.877701051
221.3550092,3.057253016
299.019139,11.4900203
397.5936144,7.627543628
141.6533728,3.366819605
202.5670253,3.453255192
175.6527024,1.919189005
207.9621429,2.811299725
261.3488862,3.547259987
163.8736693,3.147655123
320.3059781,3.899385772
268.5080106,4.470464447
175.5980912,3.818053038
250.0527909,3.691911967
349.4105771,3.685007192
350.8793983,5.333646168
300.9568406,5.054875725
212.8555472,2.473937271
163.7588818,4.018098654
244.0029446,3.898313202
176.1126773,2.597102023
187.6251923,2.891191964
339.7406211,6.352069458
434.7906818,5.997422486
290.8411846,4.331712463
578.9656763,6.219536366
106.5835696,2.332158826
221.8574215,2.816807094
229.5976581,3.972190968
470.5907784,15.28743454
278.1358162,4.252961599
188.3575244,2.779983109
285.1795557,5.429217452
297.3160348,3.771724002
239.2684973,3.309233726
84.23217654,1.705762823
355.8828045,5.013723692
42.18145605,1.163188021
231.1434585,4.30675984
105.4776061,2.197782454
185.5956171,2.556716562
424.9490827,5.41073811
172.2181665,2.840787149
542.917009,6.521855246
317.0387178,6.804552108
195.3703743,6.191394881
143.2378904,2.286720462
173.6537002,3.134581464
261.9678735,4.637752533
71.63072343,2.281055667
293.4951736,4.729995239
250.4681152,3.86551096
323.1555681,5.418476985
577.3914074,5.228581658
188.3660538,3.476894252
138.1207739,2.338740082
383.1989108,3.532487642
334.9232523,4.23344091
205.1620357,3.218649017
165.8317494,2.8984717
246.8797667,3.383856072
128.7188221,2.944649335
226.4534893,3.889032309
162.3857168,2.113223642
149.051609,1.940777214
346.7348424,6.308598824
222.6618035,4.342632164
415.5278812,4.723808089
131.3854662,1.941965149
245.8728004,3.709201663
133.9038337,2.465038743
294.0024344,4.586552049
406.5840874,8.407263926
355.9517606,7.493992622
80.80605142,1.461657774
302.8850421,5.623007531
220.3973052,4.617999112
257.0375118,5.123114263
169.4792529,3.555428247
100.6273986,2.325767781
334.6402568,4.539476605
172.7411942,2.592373762
187.8287745,3.501292098
237.6608949,4.552792481
727.5078988,10.33631983
648.5783324,5.461432765
117.7316349,2.065683759
175.4485164,3.49415579
349.9316957,5.114487419
82.4391152,1.62973751
395.0339536,5.267522312
189.1243347,2.601570294
425.0969554,7.773853049
144.8471058,2.528094474
141.9620186,2.00465226
654.9750089,8.406837912
289.7689443,3.475340806
189.6138235,3.463659669
134.7424801,2.42909275
369.6362369,6.680443517
257.9906702,2.88056227
75.32793073,1.625981214
143.2545254,2.846822997
892.7460765,8.268626752
218.2758402,3.627477164
85.35115976,2.112787942
144.2916269,1.999484946
180.0012791,3.603435194
304.7291001,6.571769664
203.2499536,3.481445006
230.2810696,2.372498041
217.6485843,3.291828765
139.4460442,4.036442173
381.9648314,4.502445765
184.7068513,4.192884008
176.3395679,2.83827798
240.6700895,3.171446916
212.6597603,3.615511432
171.5641024,2.800086708
233.0742877,4.675995024
595.5390487,6.930395024
283.4422828,3.043500237
161.0746785,2.614943638
145.5572011,1.989937159
196.0690703,5.024655335
104.2562405,2.530924322
519.9680925,7.883280793
241.7271901,5.139578714
126.691121,2.478867686
232.3608405,3.452862827
110.9886005,1.292281374
288.9942539,6.326473671
201.4612323,3.082858143
223.891681,4.144186371
260.4067725,4.080256837
328.5194651,5.497687207
149.7245184,2.608579811
109.7616608,1.84982798
208.9801302,4.198773421
148.7979477,3.972503444
268.2906175,3.052028533
91.39589859,2.986071433
329.2746093,7.96811294
253.6745667,4.910708847
129.8314938,3.202659814
188.9456398,2.596056403
326.0686449,5.882067036
690.580953,9.292047337
185.9485218,4.529732818
421.6307348,7.800765793
146.1685932,2.700272687
242.0268884,4.554823021
198.9990519,4.094188083
257.7650787,3.280157127
173.4725163,3.768004871
112.1546038,2.155441234
193.1388316,3.382787189
270.1577739,5.394213319
172.815611,3.482487492
201.1870766,4.759430696
265.3936887,3.569587004
283.1675538,3.829750271
155.2105309,2.590522602
193.3581176,3.166536767
331.1500762,5.131396966
256.6113417,3.406125768
116.1168885,4.148288851
456.0044444,6.93111682
164.0269006,4.470693827
157.7996669,2.426181648
112.038087,1.74962415
208.414637,2.688119044
209.0970579,4.060970173
188.4575255,3.701138973
147.6305481,2.2074933
100.1736786,1.243993328
910.8318969,7.229300214
445.9852438,6.139627227
185.2556998,3.900825937
207.898707,5.490166102
260.0452725,4.928096483
218.237584,4.404146459
167.6520663,2.860677671
341.2235315,4.186094309
128.2009356,1.49256824
553.2883853,7.875642934
95.43087252,1.416096773
188.4025413,1.655409207
331.4621056,6.711534806
232.0652807,3.720934934
107.9106575,2.414592226
339.2627728,3.723410419
237.0880301,3.650753015
149.3784403,2.849308711
265.608288,7.460210495
313.7234742,5.609775944
615.9741276,6.430101954
209.9809244,3.272206468
191.0128055,2.470620997
172.9248873,4.058383835
88.32653412,1.699904765
280.7902461,6.155424779
83.16723936,1.670019196
193.2243051,3.233668754
192.7507519,2.507277455
327.1922274,3.957847027
59.27958938,1.872558387
338.6606757,6.509200065
171.7486399,2.993211995
119.1667448,3.162342955
218.5903647,3.892770284
245.0712699,2.781043155
179.6365933,2.482730213
109.6373962,1.801920636
388.0784317,5.026681639
240.937706,4.112734634
157.1818445,2.999611119
389.9062038,4.683084659
261.0630599,4.486183406
120.6106795,1.80889324
294.3265427,4.896915741
93.98917433,1.214603853
133.1684376,2.435999403
235.7812454,4.858394274
266.5577655,4.360641087
226.9249968,5.349203454
88.07539809,1.757405038
323.1337282,5.079719546
398.3565654,5.011587904
380.9804371,5.081328917
167.6544237,3.582109811
182.2260839,3.520028844
135.7346036,1.734816256
247.0300992,3.883106439
247.2541258,4.536190556
152.4575186,2.46433591
338.8960112,3.850971731
328.2779175,5.169806022
299.3853393,5.47968101
153.7604272,3.636877676
116.6333544,4.36245159
298.6930077,6.075818835
434.8299443,6.789178157
119.3293254,2.71199359
77.34003485,2.109602469
432.5541638,6.988399587
213.1902579,3.328306054
382.8682081,3.488181586
349.6229547,5.142137018
123.4313101,1.637674781
178.9858542,3.0003227
147.9549123,2.40138086
238.9358664,3.711384664
380.7932375,8.216194867
225.3747195,5.059817614
81.39374788,2.946113079
393.4084141,5.01057065
219.7696021,2.298405874
176.662553,4.350611797
81.27330972,2.003165875
261.8969626,4.34623984
246.4443736,2.856905442
257.5608607,4.180960354
131.9021753,2.009315351
155.4622821,2.701881472
142.3747142,2.195227901
510.6699164,5.87862341
148.9744688,4.195473451
200.0155497,5.6856401
144.1466247,2.339884584
337.4906644,4.354610457
218.2243995,4.348168104
227.1734709,4.598760973
342.0920714,3.352559224
301.9576759,3.762697532
318.1726435,3.559009675
80.1461752,1.975269357
243.5222413,5.478813336
346.4617497,4.61457582
258.9534273,4.811135314
336.0694769,4.107544063
597.8418678,6.734080815
395.885898,7.786337294
129.120546,2.61071113
148.2947083,3.165556006
207.2222372,4.389003002
162.0281566,2.223834361
211.457348,4.410947465
392.0755535,4.577256975
170.7688311,3.913452529
191.7451915,4.161447687
197.1177433,4.774000061
301.8558246,5.148605649
358.203403,6.347717662
204.5299749,3.09900877
188.9598655,2.236302235
341.152601,4.407944679
308.8893804,5.585635193
276.4214942,3.833912984
1026.804762,11.5642095
222.8040273,4.863031567
257.8890512,6.150970165
211.0002519,3.474769682
293.6836594,3.638275341
171.2831878,2.53712386
353.3075767,8.378686896
520.7918288,4.247338503
228.5159924,3.963014459
212.5213542,3.278242419
168.1989589,2.937065777
175.4949906,1.960839577
98.16020428,1.39249044
213.9926013,5.385133159
144.7470601,1.714639821
397.2543141,8.299024845
236.2603327,3.550036931
225.2626143,3.49168871
424.9480713,5.364400559
94.87267083,1.562433716
256.4772539,4.894797123
133.1644561,2.323222511
161.9686122,3.226864333
247.9929219,5.106128677
334.4665787,5.409799525
147.837464,2.714610257
285.035669,6.167033464
437.1350608,4.445556864
146.55392,2.114400074
137.3672716,2.474261551
218.2827362,2.257645969
295.1425044,5.270744696
219.6479325,3.140897238
149.2616399,2.523782564
231.762058,3.274225298
242.0472616,6.535745235
177.9166756,2.676926662
129.2850941,2.471965845
269.6089208,3.724895295
221.2714211,3.826167148
184.9065091,3.258673414
162.8994825,3.551701375
173.2912797,2.260534823
145.7178787,2.47654291
134.2894836,1.598138492
399.0485926,6.030898778
195.8321115,4.274817352
96.9850302,2.237477352
174.2833064,2.485954478
362.2095366,5.993483972
170.2221234,2.644775936
508.211561,6.444639153
151.8796002,3.163252772
153.7961973,1.850759811
134.7317093,2.033370311
380.3502893,4.849719356
166.8819761,3.200064099
267.3191765,3.972165305
100.7634067,1.988068575
167.4687738,2.645667272
299.6833052,7.331561866
119.8787384,2.551761561
224.75151,2.890167053
284.397451,4.904987009
508.4778768,3.876094801
297.1256111,5.748254209
343.2716743,2.895274013
185.6706722,3.767091718
166.9836125,1.940157132
225.4266127,3.515625789
143.9303257,1.913356705
372.9206703,5.687167112
316.6522962,4.00401206
345.8420393,4.527410185
398.1735025,8.777842832
208.5834351,2.708866846
167.1145749,3.723059358
281.3547893,3.586273389
378.2219964,4.887219939
329.2440892,6.795144406
343.0889453,5.709589138
447.101101,6.859163903
252.3532041,5.435457959
387.6527414,4.740854438
218.2676422,3.480205746
318.7039156,5.298549264
113.1022836,2.38694524
454.7641509,7.847027529
94.90591192,1.259820154
241.8858551,3.098462176
186.377627,2.340073277
126.9554958,1.644473766
257.2261465,4.763475724
256.7911157,3.647969636
427.4963972,4.511981097
234.1516926,3.631380691
288.3509038,2.842190867
246.2008918,2.893355752
439.0517598,6.545530916
374.4168228,3.444232971
220.5997789,5.393564111
232.7699429,2.712918941
508.7143857,6.627328474
196.0158791,2.787273028
329.1839998,4.688278821
144.951599,2.99962439
153.145606,3.847946074
329.9297249,6.710071492
298.1404285,4.083629055
361.8175766,5.009466293
162.7491972,3.125299568
355.0278859,7.93576787
238.0622352,4.878848114
214.6249126,2.35258696
487.4742758,5.394525934
432.7455361,4.471988403
75.78889299,1.321120073
259.7491483,4.958681788
146.8894168,2.413421528
190.5311349,4.970071147
162.66794,3.359167867
472.8080794,6.923465055
394.4827322,9.585936389
285.3229176,3.992169735
306.0041553,5.107801606
272.5290701,4.998995737
303.2078704,3.909257685
247.1565919,4.172589185
201.7432717,2.380856445
278.9848986,5.667885473
189.6020469,5.347987356
182.1854006,3.448596885
193.2333388,1.891919495
210.5423376,5.746504932
220.3265207,2.630157736
725.8106804,6.276443313
123.1596291,1.919172454
132.2962103,2.355104701
246.5466237,2.775614002
214.3070651,7.863917018
155.4631418,2.232584933
256.154345,5.126047059
313.2545603,5.636109277
127.2714152,1.973123818
181.0275488,2.501552865
119.4545041,3.614686916
228.3314372,4.524920992
237.1501273,2.905580734
303.0060875,4.29064357
131.3858788,2.439550565
252.6101579,4.761720183
205.1254409,4.466392055
423.6255121,7.619333232
253.7169572,5.210653867
170.3001201,3.274820423
196.9942573,5.201574195
170.377672,2.442712882
433.1498194,10.22507858
172.4115091,3.645517648
102.7480279,3.058433063
199.5878383,3.21538365
376.7141696,4.426290593
300.2584728,5.26315149
237.182064,4.363421855
510.1520962,7.642357441
166.2835031,3.143150302
248.0626948,4.75095484
145.3988138,3.075320574
151.2782977,2.282143637
186.5423516,2.27874619
298.0435417,5.127975802
579.1998844,7.722735608
320.1284879,5.45337245
132.3382847,1.722565387
199.2193059,2.877711773
168.9173462,3.174394256
191.1268001,4.664422137
383.3071393,4.018592084
262.3270248,4.295283422
350.6253844,5.426249991
291.8899351,4.830718701
150.9235827,2.254323479
340.7054309,4.069128445
115.9802982,1.991459685
320.2567094,4.88687163
291.3644584,5.080811382
369.1264065,9.070434218
112.2422051,1.483662655
199.3623435,4.390821773
221.3576113,4.802074569
230.1478302,3.678840491
332.0520477,3.861143705
305.6107385,4.243983037
298.6634757,4.184743716
238.8061349,4.501418944
484.4589825,6.908561792
188.2456937,3.923415483
230.2344285,3.699638609
167.151312,3.479568566
213.2047696,3.482742055
309.2257002,7.427661736
122.9214005,1.995401224
240.2090751,4.704565148
155.1207301,5.067218536
318.5359718,4.117145619
86.73947346,1.890997203
87.14433843,2.27160236
472.7670225,6.523318103
204.5340774,4.430740607
86.62130789,2.002155586
98.97021014,2.906837668
210.6625631,3.348505942
253.7935197,2.59711386
257.4351384,5.019973561
363.3418403,4.796271202
256.875855,4.139668159
212.004075,4.18481451
360.0553938,3.171727112
580.4971572,6.74512614
222.2776288,4.282899331
195.9184927,1.866100739
358.4801966,3.908226922
172.7273438,2.483012072
108.9337052,1.933930265
208.7244413,4.173915108
246.4540862,2.818223487
235.141527,3.712379688
129.432014,2.924318085
165.5600992,3.35386358
159.2285592,2.93594277
344.628516,5.844539703
206.3409921,5.233660844
298.2952519,4.709384218
291.2100202,6.811041792
200.413795,5.42860672
86.11008325,1.631646532
260.5416675,3.734587556
306.0810634,5.432647535
